Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
1131.07 ,1128.80 ,1117.19 ,1109.76 ,1120.01 ,1118.73 ,1114.86 ,1114.57 ,1116.50 ,1127.31 ,1151.15 ,1214.40 ,1272.82 ,1252.44 ,1288.43 ,1325.55 ,1298.46 ,1293.83 ,1302.60 ,1285.39 ,1293.70 ,1302.60 ,1284.00 ,1289.66 ,1317.60 ,1318.72 ,1322.51 ,1318.93 ,1266.06 ,1223.47 ,1185.12 ,1196.37 ,1208.50 ,1241.13 ,1211.91 ,1208.91 ,1179.27 ,1191.19 ,1232.40 ,1232.82 ,1199.78 ,1194.02 ,1181.59 ,1178.42 ,1166.17 ,1166.27 ,1184.87 ,1192.95 ,1184.32 ,1166.69 ,1166.34 ,1150.85 ,1177.37 ,1158.65 ,1157.66 ,1159.00 ,1147.97 ,1144.04 ,1091.19 ,1050.91 ,1038.23 ,1022.43 ,1007.49 ,1010.94 ,1002.21 ,1010.87 ,1037.44 ,1021.17 ,1029.33 ,1046.25 ,1041.43 ,1024.15 ,987.03 ,970.22 ,975.09 ,954.44 ,941.40 ,955.16 ,950.15 ,960.72 ,953.68 ,954.23 ,936.22 ,925.75 ,936.36 ,937.02 ,943.26 ,931.50 ,927.91 ,928.32 ,918.85 ,933.80 ,932.41 ,915.86 ,916.98 ,930.24 ,942.39 ,944.69 ,979.86 ,986.66 ,1036.73 ,1029.27 ,1019.12 ,1041.54 ,1130.40 ,1326.92 ,1390.09 ,1373.84 ,1346.10 ,1429.46 ,1461.98 ,1341.90 ,1258.71 ,1261.35 ,1263.97 ,1238.40 ,1219.15 ,1175.25 ,1164.23 ,1166.45 ,1138.82 ,1157.08 ,1137.64 ,1117.11 ,1163.11 ,1212.33 ,1207.30 ,1179.92 ,1167.01 ,1123.45 ,1126.20 ,1147.55 ,1120.07 ,1118.14 ,1122.45 ,1086.84 ,1083.54 ,1081.27 ,1059.50 ,1073.17 ,1118.61 ,1155.45 ,1132.31 ,1147.45 ,1145.85 ,1123.35 ,1125.90 ,1135.55 ,1154.27 ,1165.51 ,1143.36 ,1131.69 ,1124.78 ,1106.93 ,1087.52 ,1076.97 ,1065.35 ,1086.68 ,1102.20 ,1121.83 ,1110.67 ,1135.21 ,1127.23 ,1116.98 ,1087.35 ,1066.80 ,1062.82 ,1056.67 ,1064.75 ,1071.30 ,1070.89 ,1044.55 ,1024.99 ,1019.36 ,1019.93 ,1025.36 ,1033.24 ,1060.28 ,1095.10 ,1104.33 ,1088.86 ,1098.40 ,1112.57 ,1088.66 ,1091.27 ,1112.20 ,1143.22 ,1179.10 ,1184.76 ,1148.18 ,1151.97 ,1172.24 ,1201.67 ,1217.35 ,1188.21 ,1147.51 ,1171.51 ,1170.50 ,1144.09 ,1111.68 ,1107.49 ,1125.28 ,1161.64 ,1182.28 ,1185.10 ,1144.92 ,1134.77 ,1132.73 ,1125.28 ,1130.04 ,1134.40 ,1130.79 ,1131.59 ,1131.57 ,1105.04 ,1085.78 ,1066.70 ,1079.58 ,1071.89 ,1067.76 ,1076.39 ,1092.80 ,1122.80 ,1121.15 ,1120.60 ,1130.81 ,1128.58 ,1122.90 ,1122.00 ,1122.45 ,1130.72 ,1140.95 ,1183.29 ,1175.62 ,1175.31 ,1208.98 ,1197.55 ,1184.13 ,1167.45 ,1175.84 ,1164.28 ,1193.79 ,1220.09 ,1225.23 ,1228.67 ,1210.01 ,1198.90 ,1186.85 ,1178.80 ,1144.68 ,1116.76 ,1095.13 ,1097.49 ,1111.72 ,1131.02 ,1119.40 ,1123.28 ,1121.30 ,1143.98 ,1160.34 ,1169.54 ,1182.82 ,1182.91 ,1183.70 ,1194.01 ,1198.34 ,1221.03 ,1232.34 ,1269.88 ,1277.35 ,1307.40 ,1318.44 ,1391.59 ,1426.66 ,1364.10 ,1296.22 
1074.52 ,1030.93 ,1048.11 ,1052.99 ,1036.50 ,1053.17 ,1033.62 ,1031.23 ,1044.85 ,1040.25 ,1057.17 ,1083.21 ,1088.93 ,1078.01 ,1061.62 ,1071.00 ,1065.38 ,1058.20 ,1046.98 ,1057.22 ,1090.14 ,1073.11 ,1049.55 ,1013.12 ,993.41 ,987.52 ,1008.73 ,1007.97 ,1001.56 ,993.12 ,1003.88 ,1004.44 ,1001.56 ,1001.05 ,997.21 ,991.85 ,993.28 ,996.78 ,1038.54 ,1029.19 ,1023.33 ,1008.76 ,995.77 ,992.09 ,1015.26 ,1065.53 ,1085.17 ,1106.05 ,1112.68 ,1095.65 ,1073.06 ,1071.23 ,1048.86 ,1059.02 ,1059.14 ,1050.33 ,1044.92 ,1049.51 ,1040.99 ,1012.47 ,1005.69 ,974.84 ,957.14 ,942.59 ,939.38 ,930.05 ,927.21 ,921.82 ,927.11 ,910.85 ,880.09 ,863.89 ,854.32 ,822.41 ,831.26 ,814.84 ,843.01 ,833.02 ,821.39 ,829.71 ,814.28 ,803.15 ,798.03 ,790.23 ,777.94 ,776.82 ,804.82 ,783.65 ,768.53 ,757.05 ,755.57 ,799.84 ,810.55 ,790.74 ,826.20 ,828.42 ,872.92 ,880.57 ,972.30 ,962.35 ,994.18 ,963.02 ,954.22 ,953.03 ,1060.60 ,1327.10 ,1435.06 ,1503.28 ,1487.18 ,1546.11 ,1495.71 ,1356.24 ,1304.52 ,1305.52 ,1338.06 ,1304.31 ,1332.42 ,1300.78 ,1304.43 ,1300.81 ,1248.26 ,1281.72 ,1255.84 ,1195.31 ,1265.23 ,1333.59 ,1377.67 ,1380.19 ,1384.17 ,1371.09 ,1366.58 ,1376.72 ,1356.27 ,1350.97 ,1376.20 ,1304.81 ,1333.60 ,1342.81 ,1333.36 ,1391.35 ,1456.48 ,1508.22 ,1459.96 ,1473.43 ,1488.74 ,1433.65 ,1364.08 ,1393.87 ,1447.08 ,1469.08 ,1446.38 ,1438.35 ,1438.63 ,1400.86 ,1344.04 ,1288.05 ,1196.82 ,1166.43 ,1161.10 ,1148.40 ,1100.33 ,1165.70 ,1130.68 ,1142.11 ,1095.09 ,1089.59 ,1063.67 ,1021.51 ,1022.75 ,1048.64 ,1047.10 ,1018.60 ,1006.99 ,998.99 ,1003.01 ,996.02 ,962.48 ,982.70 ,942.90 ,925.10 ,919.93 ,926.37 ,924.40 ,910.67 ,904.50 ,898.97 ,927.48 ,958.30 ,985.71 ,955.92 ,940.34 ,962.50 ,1017.44 ,1060.15 ,1051.68 ,1044.30 ,1074.80 ,1107.53 ,1099.08 ,1097.61 ,1087.49 ,1084.08 ,1074.17 ,1019.36 ,1029.58 ,1012.77 ,1004.41 ,1029.02 ,1002.87 ,1019.24 ,1008.68 ,1029.70 ,1022.47 ,1001.70 ,978.92 ,961.24 ,960.65 ,998.14 ,1010.98 ,993.50 ,981.28 ,993.26 ,1007.84 ,1009.76 ,1002.78 ,1002.97 ,996.02 ,999.21 ,1030.47 ,1016.48 ,1017.35 ,1021.89 ,1075.90 ,1087.71 ,1085.91 ,1137.45 ,1115.69 ,1094.19 ,1072.87 ,1077.22 ,1065.25 ,1084.95 ,1134.75 ,1135.31 ,1145.65 ,1124.69 ,1122.38 ,1119.52 ,1116.00 ,1088.09 ,1069.40 ,1054.81 ,1058.52 ,1055.14 ,1040.86 ,1025.98 ,1029.14 ,1018.50 ,1037.25 ,1056.31 ,1061.22 ,1044.91 ,1036.36 ,1039.51 ,1039.55 ,1039.85 ,1028.59 ,977.38 ,985.49 ,951.34 ,955.93 ,975.17 ,973.20 ,969.36 ,956.51 ,959.12 
